OrderID,OrderDate,ProductCategory,ProductName,Region,State,SalesAmount,Quantity,Profit
ORD0343,06-02-2023,Electronics,Smartwatch,East,Odisha,3525,5,645.21
ORD0344,28-01-2024,Electronics,Smartwatch,South,Telangana,9976,8,1811.92
ORD0345,02-09-2023,Electronics,Laptop,East,West Bengal,16596,6,3618.95
ORD0346,25-02-2024,Groceries,Oil,East,Bihar,6880,2,921.15
ORD0347,11-03-2023,Groceries,Wheat,South,Telangana,1896,3,458.07
ORD0348,05-04-2024,Electronics,Smartwatch,South,Karnataka,4629,3,775.7
ORD0349,21-03-2024,Electronics,Smartwatch,North,Haryana,11694,3,1465.71
ORD0350,16-07-2024,Furniture,Chair,North,Haryana,15390,9,1570.82
ORD0351,07-01-2023,Electronics,Mobile,East,West Bengal,16611,7,3215.69
ORD0352,28-11-2024,Electronics,Laptop,East,Odisha,3045,5,318.35
ORD0353,26-09-2024,Groceries,Oil,South,Karnataka,38520,8,8192.9
ORD0354,17-04-2023,Groceries,Oil,West,Gujarat,8008,4,1933.38
ORD0355,07-06-2023,Furniture,Table,East,Bihar,9730,2,1423.07
ORD0356,06-08-2023,Clothing,Jacket,North,Delhi,13740,5,1410.79
ORD0357,26-10-2024,Electronics,Laptop,East,West Bengal,39600,9,3767.05
ORD0358,22-04-2023,Clothing,Shirt,East,Odisha,18565,5,2550.82
ORD0359,03-02-2024,Furniture,Sofa,North,Haryana,27020,7,4438.88
ORD0360,31-10-2023,Electronics,Mobile,East,Bihar,16950,6,1996.58
ORD0361,07-05-2024,Clothing,Shirt,South,Telangana,9040,8,660.7
ORD0362,09-05-2023,Groceries,Rice,North,Delhi,32158,7,2105.29
ORD0363,12-08-2024,Clothing,T-Shirt,North,Punjab,5726,2,440.18
ORD0364,26-07-2023,Groceries,Sugar,South,Tamil Nadu,10112,8,2157.47
ORD0365,14-05-2023,Clothing,T-Shirt,West,Gujarat,21850,5,2718.1
ORD0366,19-10-2023,Furniture,Chair,North,Punjab,4637,1,1112.63
ORD0367,14-09-2024,Clothing,Jacket,West,Gujarat,12036,3,1186.66
ORD0368,26-01-2023,Furniture,Chair,West,Gujarat,6651,3,430.54
ORD0369,29-08-2024,Furniture,Cupboard,North,Haryana,38030,10,6935.08
ORD0370,27-08-2023,Groceries,Wheat,North,Haryana,28554,6,5950.35
ORD0371,30-10-2023,Groceries,Rice,South,Telangana,14478,3,2994.52
ORD0372,14-02-2024,Electronics,Headphones,West,Rajasthan,3263,1,179.8
ORD0373,05-03-2023,Groceries,Sugar,West,Gujarat,3570,5,399.22
ORD0374,23-02-2023,Electronics,Mobile,North,Punjab,9384,4,891.62
ORD0375,14-07-2024,Electronics,Headphones,South,Telangana,23778,6,2386.86
ORD0376,23-06-2023,Electronics,Mobile,North,Delhi,21266,7,5123.21
ORD0377,06-04-2024,Clothing,Jeans,North,Punjab,22120,7,4908.29
ORD0378,23-06-2024,Groceries,Sugar,North,Punjab,25081,7,2011.31
ORD0379,10-07-2023,Electronics,Mobile,West,Rajasthan,8834,7,1660.99
ORD0380,03-09-2023,Groceries,Wheat,South,Telangana,13408,8,2825.02
ORD0381,22-07-2024,Clothing,Shirt,South,Telangana,4489,1,901.64
ORD0382,22-02-2024,Clothing,Jacket,West,Rajasthan,18882,6,4063.25
ORD0383,05-02-2024,Groceries,Rice,North,Delhi,10960,10,620.7
ORD0384,16-01-2023,Clothing,Jacket,North,Punjab,17656,4,907.3
ORD0385,02-12-2023,Furniture,Cupboard,West,Maharashtra,24220,10,5043.91
ORD0386,09-01-2023,Electronics,Mobile,South,Karnataka,43785,9,3885.46
ORD0387,29-01-2023,Groceries,Oil,South,Telangana,28608,8,6903.75
ORD0388,23-05-2023,Groceries,Sugar,North,Punjab,4250,5,888.43
ORD0389,27-03-2023,Groceries,Sugar,West,Rajasthan,3197,1,427.71
ORD0390,21-12-2023,Electronics,Headphones,West,Maharashtra,29124,6,2292.86
ORD0391,27-11-2024,Clothing,Jacket,West,Rajasthan,4249,1,950.79
ORD0392,07-07-2024,Groceries,Oil,North,Delhi,3108,6,167.32
ORD0393,09-08-2024,Furniture,Table,North,Delhi,33894,7,2691.65
ORD0394,11-09-2024,Electronics,Smartwatch,North,Haryana,15456,4,1446.63
ORD0395,26-11-2023,Electronics,Headphones,East,Odisha,29460,6,2132.82
ORD0396,06-06-2024,Furniture,Cupboard,South,Karnataka,44874,9,5850.39
ORD0397,16-10-2023,Clothing,Jeans,West,Gujarat,3852,2,406.8
ORD0398,15-09-2023,Clothing,Jeans,North,Haryana,19831,7,3641.62
ORD0399,12-11-2024,Furniture,Chair,South,Karnataka,14312,8,2276.77
ORD0400,01-10-2023,Electronics,Laptop,North,Delhi,6680,2,1586.54
ORD0401,19-06-2024,Clothing,Jacket,West,Gujarat,5950,2,777.8
ORD0402,31-03-2023,Electronics,Mobile,East,West Bengal,5955,3,1350.41
ORD0403,21-12-2023,Groceries,Oil,West,Gujarat,19576,4,4672.85
ORD0404,03-01-2023,Electronics,Smartwatch,North,Punjab,1806,3,423.75
ORD0405,19-12-2023,Clothing,Jacket,North,Delhi,20448,8,4521.23
ORD0406,03-01-2024,Electronics,Headphones,East,West Bengal,17925,5,2283.47
ORD0407,20-07-2024,Furniture,Chair,West,Maharashtra,4822,1,630.08
ORD0408,13-01-2024,Furniture,Sofa,South,Tamil Nadu,37560,8,7660.46
ORD0409,15-11-2024,Electronics,Laptop,East,Bihar,4528,2,1130.26
ORD0410,14-04-2024,Clothing,Shirt,East,Odisha,22104,8,4182.39
ORD0411,03-05-2023,Electronics,Headphones,North,Delhi,15376,8,1199.55
ORD0412,02-06-2024,Groceries,Oil,East,Odisha,24546,6,1635.08
ORD0413,11-09-2023,Groceries,Sugar,West,Rajasthan,8840,10,973.6
ORD0414,24-07-2023,Clothing,Shirt,West,Rajasthan,39807,9,6420.05
ORD0415,11-07-2023,Clothing,Jacket,West,Rajasthan,36960,8,4657.83
ORD0416,04-01-2024,Clothing,Jeans,North,Delhi,2034,3,490.85
ORD0417,01-05-2023,Clothing,Jeans,East,Odisha,4156,2,371.82
ORD0418,19-03-2023,Groceries,Rice,North,Punjab,13205,5,2037.31
ORD0419,17-05-2024,Electronics,Laptop,West,Rajasthan,42190,10,9707.58
ORD0420,02-11-2023,Groceries,Oil,East,Bihar,12804,3,2053.23
ORD0421,24-07-2024,Furniture,Table,South,Telangana,19500,5,2277.61
ORD0422,05-06-2023,Electronics,Smartwatch,South,Telangana,1415,1,203.6
ORD0423,23-02-2024,Furniture,Table,North,Haryana,1694,1,259.65
ORD0424,25-04-2024,Clothing,Jacket,East,Odisha,38040,8,4161.65
ORD0425,06-07-2024,Clothing,Jacket,South,Telangana,33250,10,7790.82
ORD0426,08-03-2024,Furniture,Table,East,West Bengal,45300,10,3731.61
ORD0427,23-04-2024,Groceries,Rice,West,Gujarat,15930,9,1088.25
ORD0428,18-08-2023,Clothing,Jeans,West,Rajasthan,19960,8,2804.34
ORD0429,22-07-2024,Furniture,Cupboard,South,Telangana,10542,7,1768.78
ORD0430,29-08-2024,Clothing,T-Shirt,East,West Bengal,24510,6,1544.61
ORD0431,11-01-2024,Furniture,Table,South,Tamil Nadu,9960,8,1513.96
ORD0432,19-12-2023,Groceries,Rice,East,Odisha,41148,9,7698.51
ORD0433,14-10-2024,Electronics,Headphones,North,Punjab,1304,1,211.41
ORD0434,14-03-2023,Furniture,Sofa,West,Maharashtra,17268,6,2807.2
ORD0435,09-10-2024,Furniture,Cupboard,South,Tamil Nadu,4556,1,260.84
ORD0436,19-09-2024,Electronics,Smartwatch,North,Haryana,11000,10,1822.54
ORD0437,11-12-2023,Clothing,Shirt,South,Telangana,15232,7,1376.68
ORD0438,12-03-2024,Furniture,Table,West,Gujarat,9906,6,543.23
ORD0439,20-02-2023,Electronics,Smartwatch,South,Telangana,16641,9,1592.37
ORD0440,15-08-2023,Clothing,T-Shirt,South,Telangana,9782,2,1677.28
ORD0441,23-07-2023,Groceries,Oil,South,Tamil Nadu,8240,10,2058.71
ORD0442,03-11-2023,Clothing,Jacket,North,Delhi,3582,1,635.86
ORD0443,22-09-2023,Electronics,Smartwatch,South,Telangana,36832,8,2858.06
ORD0444,01-03-2023,Furniture,Cupboard,South,Karnataka,13652,4,754.09
ORD0445,14-09-2023,Clothing,Jacket,South,Tamil Nadu,8844,4,1857.63
ORD0446,20-04-2024,Furniture,Sofa,North,Haryana,8924,2,1661.6
ORD0447,15-06-2023,Clothing,T-Shirt,South,Karnataka,36460,10,8288.92
ORD0448,03-09-2024,Furniture,Chair,East,Odisha,34846,7,6173.65
ORD0449,29-06-2024,Electronics,Headphones,West,Maharashtra,20840,10,4098.41
ORD0450,29-06-2023,Furniture,Sofa,South,Tamil Nadu,12879,3,2805.29
ORD0451,09-04-2023,Clothing,Jeans,North,Haryana,17732,4,2669.54
ORD0452,07-01-2024,Groceries,Rice,West,Gujarat,26226,9,5182.32
ORD0453,25-11-2023,Groceries,Sugar,South,Tamil Nadu,17045,7,1209.68
ORD0454,11-10-2024,Furniture,Chair,North,Punjab,35144,8,5727.81
ORD0455,18-09-2023,Furniture,Cupboard,South,Tamil Nadu,6820,10,1437
ORD0456,12-10-2023,Groceries,Wheat,West,Gujarat,27979,7,4554.51
ORD0457,30-04-2024,Clothing,Jacket,North,Delhi,10755,9,555.87
ORD0458,17-08-2024,Furniture,Table,North,Punjab,18512,4,2021.68
ORD0459,23-04-2024,Clothing,T-Shirt,West,Maharashtra,19552,4,4610.49
ORD0460,21-01-2024,Clothing,T-Shirt,East,Bihar,4632,4,673.46
ORD0461,13-01-2023,Groceries,Sugar,South,Karnataka,4428,2,848.63
ORD0462,17-02-2023,Groceries,Oil,North,Haryana,6177,3,1508.99
ORD0463,10-03-2024,Groceries,Oil,North,Delhi,6454,2,643.12
ORD0464,20-01-2024,Groceries,Oil,South,Karnataka,8375,5,2000.6
ORD0465,19-03-2024,Groceries,Wheat,East,Odisha,12006,9,1183.2
ORD0466,03-08-2023,Furniture,Chair,West,Gujarat,9984,6,1335.08
ORD0467,20-08-2024,Groceries,Wheat,East,Bihar,34920,9,4096.1
ORD0468,28-03-2023,Clothing,Shirt,East,West Bengal,13212,6,2156.29
ORD0469,29-06-2024,Furniture,Cupboard,South,Karnataka,11592,9,850.52
ORD0470,16-05-2024,Electronics,Laptop,South,Telangana,7281,9,1686.83
ORD0471,27-03-2024,Clothing,Shirt,South,Telangana,12240,4,2928.63
ORD0472,25-03-2023,Electronics,Smartwatch,West,Maharashtra,9490,5,1712.62
ORD0473,12-09-2023,Furniture,Chair,North,Delhi,5391,3,759.62
ORD0474,11-08-2024,Groceries,Rice,North,Delhi,21385,7,5030.08
ORD0475,16-11-2023,Groceries,Sugar,North,Punjab,6534,3,994.2
ORD0476,23-11-2024,Groceries,Sugar,North,Delhi,5110,2,818.79
ORD0477,10-03-2023,Electronics,Smartwatch,North,Punjab,3316,1,428.38
ORD0478,08-11-2023,Groceries,Wheat,East,Bihar,35824,8,3249.75
ORD0479,17-01-2024,Clothing,Jeans,North,Haryana,33672,8,4630.14
ORD0480,29-12-2023,Clothing,T-Shirt,West,Gujarat,9620,10,1880.2
ORD0481,12-11-2024,Clothing,T-Shirt,South,Karnataka,15860,5,2256.26
ORD0482,06-05-2023,Clothing,Jeans,East,Bihar,14356,4,2273.26
ORD0483,17-05-2023,Clothing,Jeans,North,Haryana,11538,6,1469.1
ORD0484,11-06-2023,Electronics,Laptop,East,Odisha,47440,10,4757.9
ORD0485,28-09-2023,Electronics,Mobile,North,Haryana,20960,10,1312.77
ORD0486,18-05-2023,Clothing,Jeans,East,Odisha,11655,5,929.57
ORD0487,18-01-2024,Electronics,Headphones,North,Haryana,32304,8,2563.36
ORD0488,26-06-2024,Clothing,Shirt,West,Rajasthan,2764,4,146.85
ORD0489,11-02-2023,Electronics,Mobile,West,Gujarat,4424,4,923.9
ORD0490,05-06-2024,Groceries,Wheat,North,Haryana,5292,7,1074.35
ORD0491,15-07-2023,Electronics,Smartwatch,East,West Bengal,3550,2,240.95
ORD0492,30-12-2023,Clothing,Shirt,East,Bihar,755,1,136.73
ORD0493,03-08-2023,Electronics,Headphones,South,Telangana,16479,9,1669.62
ORD0494,18-09-2023,Clothing,T-Shirt,North,Punjab,7092,9,790.56
ORD0495,14-07-2024,Groceries,Wheat,South,Karnataka,17576,8,1279.65
ORD0496,24-02-2024,Clothing,Jacket,West,Gujarat,9728,2,1294.23
ORD0497,26-06-2023,Furniture,Cupboard,West,Rajasthan,23504,8,4232.6
ORD0498,18-01-2023,Furniture,Table,West,Maharashtra,18260,4,4135.64
ORD0499,14-02-2024,Clothing,T-Shirt,East,West Bengal,11332,4,1380.93
ORD0500,09-10-2024,Groceries,Oil,South,Tamil Nadu,32046,7,7504.6
