Student_ID,Gender,Degree,Specialization,College,Year_of_Passout,CGPA,Internships,Certifications,Skills,Employment_Status,Job_Role,Company_Type,Salary,Location
S215,Female,BCA,Networking,Elite Institute,2023,8.3,No,Yes,Financial Modeling,Employed,Data Analyst,NGO,503491,Coimbatore
S216,Female,MBA,Finance,City College,2021,6.7,Yes,Yes,"AI, Power BI, HTML",Employed,ML Engineer,Startup,242993,Delhi
S217,Female,BA,Psychology,Elite Institute,2024,6.5,Yes,No,"Excel, HTML, ML",Unemployed,NA,NA,0,Patna
S218,Male,B.Com,Accounting,ABC College,2023,9.4,No,Yes,"ML, Power BI",Employed,Financial Analyst,MNC,814259,Hyderabad
S219,Male,B.Tech,Mechanical,Tech University,2023,8.2,Yes,No,"Financial Modeling, Tally",Employed,Electrical Engineer,Startup,266891,Patna
S220,Female,BCA,Networking,Tech University,2022,6.9,No,Yes,"HTML, Embedded Systems, Tally",Unemployed,NA,NA,0,Coimbatore
S221,Female,BA,History,Sunrise College,2024,9.2,Yes,Yes,Embedded Systems,Employed,Electrical Engineer,Startup,1065534,Hyderabad
S222,Male,B.Sc,Computer Science,City College,2024,6.0,Yes,No,"Power BI, Financial Modeling, HTML",Unemployed,NA,NA,0,Delhi
S223,Female,B.Com,Accounting,ABC College,2024,5.2,No,No,"Power BI, Tally",Unemployed,NA,NA,0,Jaipur
S224,Female,BCA,Networking,Sunrise College,2021,5.6,No,No,"ML, CSS, Embedded Systems",Unemployed,NA,NA,0,Jaipur
S225,Male,BCA,Networking,Elite Institute,2023,7.8,No,Yes,"HTML, Power BI, Python",Employed,Accountant,Private,1086716,Mumbai
S226,Male,BA,History,City College,2021,7.8,No,No,"Tally, AutoCAD",Unemployed,NA,NA,0,Pune
S227,Female,BCA,IT,Sunrise College,2021,7.8,Yes,No,"Excel, Python",Employed,Research Assistant,Private,405662,Hyderabad
S228,Male,B.Tech,Mechanical,City College,2024,8.0,Yes,No,"Tally, Excel",Unemployed,NA,NA,0,Varanasi
S229,Male,BA,Economics,Elite Institute,2021,6.6,No,Yes,Financial Modeling,Employed,Marketing Executive,Private,763557,Varanasi
S230,Male,B.Com,Taxation,XYZ Engineering,2022,5.7,No,No,SQL,Unemployed,NA,NA,0,Lucknow
S231,Female,B.Sc,Physics,Sunrise College,2021,8.9,Yes,Yes,"Content Writing, Financial Modeling",Employed,Research Assistant,Private,622197,Hyderabad
S232,Female,B.Tech,Data Science,Tech University,2021,8.9,Yes,No,"SQL, CSS, AutoCAD",Employed,Financial Analyst,Private,634384,Kolkata
S233,Male,B.Tech,EEE,ABC College,2022,7.6,No,Yes,CSS,Unemployed,NA,NA,0,Pune
S234,Female,BA,Economics,ABC College,2020,8.3,Yes,Yes,"CSS, Tally",Unemployed,NA,NA,0,Bangalore
S235,Female,MBA,HR,Tech University,2024,7.7,Yes,Yes,"SQL, Content Writing, Embedded Systems",Unemployed,NA,NA,0,Jaipur
S236,Female,BCA,Networking,City College,2022,7.0,Yes,Yes,"Power BI, Excel",Unemployed,NA,NA,0,Bangalore
S237,Female,B.Sc,Chemistry,City College,2020,5.3,Yes,Yes,"Embedded Systems, Excel, CSS",Unemployed,NA,NA,0,Hyderabad
S238,Female,BA,Economics,Elite Institute,2020,6.2,Yes,No,ML,Unemployed,NA,NA,0,Pune
S239,Male,B.Sc,Chemistry,Elite Institute,2023,8.4,Yes,Yes,Financial Modeling,Unemployed,NA,NA,0,Jaipur
S240,Female,BA,Psychology,Tech University,2022,8.9,No,No,"CSS, ML",Unemployed,NA,NA,0,Pune
S241,Female,BCA,Software,Govt College,2024,8.1,No,No,Excel,Unemployed,NA,NA,0,Kolkata
S242,Female,BCA,IT,XYZ Engineering,2021,7.0,No,No,JavaScript,Unemployed,NA,NA,0,Coimbatore
S243,Female,B.Tech,EEE,Govt College,2022,6.0,Yes,No,"SQL, Excel, AI",Unemployed,NA,NA,0,Delhi
S244,Male,BCA,Software,Govt College,2024,5.2,No,No,"ML, Excel, AI",Unemployed,NA,NA,0,Hyderabad
S245,Male,BA,History,Sunrise College,2023,5.3,No,Yes,Content Writing,Employed,Web Developer,MNC,1130676,Lucknow
S246,Female,BA,English,City College,2024,5.3,Yes,Yes,"Excel, Financial Modeling",Unemployed,NA,NA,0,Delhi
S247,Female,B.Com,Accounting,Elite Institute,2021,6.5,No,No,"JavaScript, HTML, Power BI",Employed,Research Assistant,MNC,906513,Lucknow
S248,Male,BA,Economics,Tech University,2021,7.4,Yes,Yes,"JavaScript, SQL, Content Writing",Unemployed,NA,NA,0,Lucknow
S249,Male,BA,Psychology,XYZ Engineering,2021,5.4,No,No,"Content Writing, SQL",Employed,HR Executive,NGO,565841,Lucknow
S250,Female,B.Sc,Computer Science,XYZ Engineering,2022,6.4,No,No,"AutoCAD, HTML",Unemployed,NA,NA,0,Indore
S251,Female,B.Tech,Computer Science,XYZ Engineering,2023,8.7,No,Yes,"AutoCAD, Excel, Embedded Systems",Employed,ML Engineer,MNC,1053211,Lucknow
S252,Male,B.Tech,Mechanical,City College,2022,6.3,Yes,No,"Tally, ML",Employed,Financial Analyst,NGO,1076550,Patna
S253,Male,BCA,Networking,Sunrise College,2022,8.0,No,No,Python,Employed,Marketing Executive,NGO,375997,Kolkata
S254,Male,MBA,Operations,XYZ Engineering,2024,8.9,No,Yes,"ML, Python",Unemployed,NA,NA,0,Indore
S255,Female,B.Sc,Mathematics,Govt College,2021,6.1,Yes,No,"CSS, Embedded Systems, JavaScript",Employed,ML Engineer,Private,841437,Varanasi
S256,Female,BCA,Software,Elite Institute,2022,5.3,Yes,Yes,"HTML, Financial Modeling",Employed,Software Engineer,NGO,646556,Hyderabad
S257,Male,MBA,Operations,Sunrise College,2022,7.5,No,Yes,"Power BI, Content Writing",Unemployed,NA,NA,0,Delhi
S258,Male,B.Sc,Computer Science,Elite Institute,2022,6.5,Yes,Yes,SQL,Unemployed,NA,NA,0,Jaipur
S259,Male,BA,Economics,City College,2024,6.2,No,Yes,"SQL, HTML",Employed,Electrical Engineer,Startup,406470,Mumbai
S260,Female,MBA,HR,Elite Institute,2022,7.3,No,Yes,"JavaScript, Power BI",Employed,Research Assistant,MNC,984499,Vizag
S261,Female,B.Tech,Computer Science,Elite Institute,2023,7.9,Yes,Yes,"HTML, CSS",Employed,Data Analyst,Startup,628717,Vizag
S262,Female,B.Sc,Computer Science,Elite Institute,2022,9.1,Yes,Yes,"AutoCAD, Tally, Python",Unemployed,NA,NA,0,Jaipur
S263,Female,MBA,Marketing,Govt College,2020,5.7,No,No,AI,Employed,Data Analyst,MNC,556607,Mumbai
S264,Male,BCA,Networking,Govt College,2021,6.5,No,Yes,"Financial Modeling, Excel",Unemployed,NA,NA,0,Varanasi
S265,Male,BA,Psychology,XYZ Engineering,2021,7.5,No,No,"Tally, AutoCAD",Unemployed,NA,NA,0,Hyderabad
S266,Male,B.Tech,AI & ML,Tech University,2021,9.0,Yes,No,Content Writing,Unemployed,NA,NA,0,Delhi
S267,Male,BCA,Software,XYZ Engineering,2023,9.0,No,No,"JavaScript, SQL",Unemployed,NA,NA,0,Patna
S268,Male,MBA,HR,City College,2023,9.2,No,No,"AutoCAD, Python, SQL",Employed,Research Assistant,MNC,613196,Mumbai
S269,Female,MBA,Marketing,Elite Institute,2024,8.2,Yes,Yes,"Financial Modeling, JavaScript",Unemployed,NA,NA,0,Coimbatore
S270,Male,BA,Economics,City College,2023,5.2,No,Yes,"AI, HTML, Excel",Employed,Electrical Engineer,Startup,749320,Coimbatore
S271,Male,B.Tech,Mechanical,Elite Institute,2022,5.4,No,Yes,"ML, CSS, Content Writing",Unemployed,NA,NA,0,Patna
S272,Female,BA,English,Tech University,2022,5.1,No,Yes,AI,Unemployed,NA,NA,0,Indore
S273,Female,B.Tech,Data Science,XYZ Engineering,2022,8.4,No,No,CSS,Unemployed,NA,NA,0,Varanasi
S274,Female,B.Tech,EEE,XYZ Engineering,2024,7.1,Yes,Yes,"Python, SQL",Employed,Research Assistant,MNC,639220,Patna
S275,Male,B.Tech,Computer Science,City College,2021,7.5,Yes,No,"CSS, HTML",Unemployed,NA,NA,0,Mumbai
S276,Male,BCA,Networking,Sunrise College,2023,8.0,Yes,Yes,"Financial Modeling, HTML",Unemployed,NA,NA,0,Vizag
S277,Male,B.Com,Taxation,City College,2020,6.5,Yes,Yes,Financial Modeling,Employed,HR Executive,MNC,758605,Mumbai
S278,Male,MBA,Finance,Govt College,2023,7.1,Yes,No,"AI, Excel, AutoCAD",Employed,Web Developer,Private,453317,Lucknow
S279,Male,B.Tech,Mechanical,Sunrise College,2022,9.2,No,No,"ML, AutoCAD, Python",Employed,Electrical Engineer,NGO,642904,Pune
S280,Female,B.Com,Accounting,Elite Institute,2021,5.6,Yes,Yes,"Financial Modeling, Excel",Unemployed,NA,NA,0,Chennai
S281,Male,B.Com,Taxation,Elite Institute,2023,5.3,Yes,No,"SQL, JavaScript, Tally",Employed,Electrical Engineer,MNC,378873,Patna
S282,Male,B.Sc,Mathematics,XYZ Engineering,2021,8.2,No,No,"Content Writing, ML, Financial Modeling",Unemployed,NA,NA,0,Bangalore
S283,Male,B.Com,Finance,ABC College,2020,6.8,Yes,No,Power BI,Unemployed,NA,NA,0,Guntur
S284,Female,B.Tech,Computer Science,ABC College,2023,5.8,No,Yes,"AI, Power BI, SQL",Unemployed,NA,NA,0,Chennai
S285,Male,MBA,Marketing,Tech University,2023,7.4,Yes,No,Python,Employed,HR Executive,NGO,499358,Varanasi
S286,Female,BCA,Software,Tech University,2022,7.8,Yes,No,"Python, Power BI",Unemployed,NA,NA,0,Patna
S287,Female,BCA,Software,XYZ Engineering,2022,6.6,Yes,Yes,"Power BI, ML, SQL",Unemployed,NA,NA,0,Vizag
S288,Male,B.Com,Accounting,ABC College,2024,7.4,No,No,"AutoCAD, CSS",Employed,HR Executive,Startup,774391,Hyderabad
S289,Female,BCA,IT,ABC College,2024,8.4,Yes,Yes,"JavaScript, Python",Unemployed,NA,NA,0,Chennai
S290,Female,B.Com,Taxation,Sunrise College,2024,5.5,Yes,No,"AutoCAD, Excel",Unemployed,NA,NA,0,Lucknow
S291,Female,BA,History,XYZ Engineering,2020,8.4,Yes,Yes,"AI, HTML",Unemployed,NA,NA,0,Coimbatore
S292,Female,MBA,Marketing,Elite Institute,2020,5.1,No,No,AI,Employed,Content Writer,Private,1059541,Indore
S293,Male,MBA,HR,City College,2024,7.1,Yes,Yes,Excel,Unemployed,NA,NA,0,Mumbai
S294,Male,B.Sc,Chemistry,ABC College,2024,6.8,Yes,No,ML,Unemployed,NA,NA,0,Indore
S295,Female,BA,History,Elite Institute,2023,8.3,Yes,Yes,"AutoCAD, Financial Modeling",Unemployed,NA,NA,0,Pune
S296,Male,BCA,Networking,Tech University,2023,5.1,No,No,"SQL, AI",Employed,Marketing Executive,MNC,1117282,Hyderabad
S297,Female,B.Sc,Physics,Sunrise College,2021,5.7,No,Yes,SQL,Unemployed,NA,NA,0,Jaipur
S298,Male,MBA,Marketing,Sunrise College,2023,9.2,Yes,Yes,Tally,Unemployed,NA,NA,0,Indore
S299,Female,BCA,Networking,Elite Institute,2020,6.3,No,Yes,CSS,Unemployed,NA,NA,0,Coimbatore
S300,Male,BCA,Networking,Sunrise College,2022,8.9,Yes,No,"SQL, Python, Tally",Unemployed,NA,NA,0,Chennai
